-9.132585616e-04 -1.755110082e-03
-1.826356416e-03 -3.509373766e-03
-2.739133987e-03 -5.261947187e-03
-3.651432438e-03 -7.011988599e-03
-4.563093651e-03 -8.758658698e-03
-5.473960307e-03 -1.050112112e-02
-6.383875969e-03 -1.223854293e-02
-7.292685145e-03 -1.397009514e-02
-8.200233340e-03 -1.569495307e-02
-9.106367096e-03 -1.741229683e-02
-1.001093403e-02 -1.912131171e-02
-1.091378287e-02 -2.082118858e-02
-1.181476352e-02 -2.251112430e-02
-1.271372706e-02 -2.419032214e-02
-1.361052583e-02 -2.585799217e-02
-1.450501342e-02 -2.751335165e-02
-1.539704479e-02 -2.915562545e-02
-1.628647622e-02 -3.078404640e-02
-1.717316543e-02 -3.239785570e-02
-1.805697157e-02 -3.399630331e-02
-1.893775528e-02 -3.557864828e-02
-1.981537872e-02 -3.714415913e-02
-2.068970561e-02 -3.869211422e-02
-2.156060128e-02 -4.022180208e-02
-2.242793270e-02 -4.173252178e-02
-2.329156848e-02 -4.322358322e-02
-2.415137897e-02 -4.469430751e-02
-2.500723624e-02 -4.614402725e-02
-2.585901417e-02 -4.757208688e-02
-2.670658841e-02 -4.897784294e-02
-2.754983648e-02 -5.036066440e-02
-2.838863774e-02 -5.171993294e-02
-2.922287347e-02 -5.305504321e-02
-3.005242690e-02 -5.436540314e-02
-3.087718319e-02 -5.565043416e-02
-3.169702949e-02 -5.690957147e-02
-3.251185498e-02 -5.814226430e-02
-3.332155087e-02 -5.934797609e-02
-3.412601043e-02 -6.052618478e-02
-3.492512902e-02 -6.167638299e-02
-3.571880409e-02 -6.279807820e-02
-3.650693524e-02 -6.389079300e-02
-3.728942422e-02 -6.495406523e-02
-3.806617492e-02 -6.598744818e-02
-3.883709343e-02 -6.699051074e-02
-3.960208804e-02 -6.796283753e-02
-4.036106925e-02 -6.890402911e-02
-4.111394978e-02 -6.981370206e-02
-4.186064460e-02 -7.069148910e-02
-4.260107093e-02 -7.153703925e-02
-4.333514822e-02 -7.235001787e-02
-4.406279823e-02 -7.313010678e-02
-4.478394496e-02 -7.387700439e-02
-4.549851470e-02 -7.459042567e-02
-4.620643602e-02 -7.527010228e-02
-4.690763979e-02 -7.591578263e-02
-4.760205914e-02 -7.652723186e-02
-4.828962949e-02 -7.710423191e-02
-4.897028856e-02 -7.764658156e-02
-4.964397634e-02 -7.815409637e-02
-5.031063509e-02 -7.862660875e-02
-5.097020934e-02 -7.906396791e-02
-5.162264589e-02 -7.946603984e-02
-5.226789378e-02 -7.983270731e-02
-5.290590430e-02 -8.016386980e-02
-5.353663096e-02 -8.045944343e-02
