1.500099604e-04 2.883888466e-04
3.000176261e-04 5.767652831e-04
4.500207109e-04 8.651169166e-04
6.000169347e-04 1.153431367e-03
7.500040220e-04 1.441696263e-03
8.999797006e-04 1.729899243e-03
1.049941702e-03 2.018027954e-03
1.199887758e-03 2.306070050e-03
1.349815607e-03 2.594013192e-03
1.499722985e-03 2.881845051e-03
1.649607635e-03 3.169553308e-03
1.799467300e-03 3.457125651e-03
1.949299727e-03 3.744549781e-03
2.099102665e-03 4.031813408e-03
2.248873867e-03 4.318904256e-03
2.398611088e-03 4.605810062e-03
2.548312089e-03 4.892518573e-03
2.697974630e-03 5.179017554e-03
2.847596479e-03 5.465294780e-03
2.997175405e-03 5.751338046e-03
3.146709180e-03 6.037135160e-03
3.296195582e-03 6.322673945e-03
3.445632392e-03 6.607942243e-03
3.595017392e-03 6.892927912e-03
3.744348372e-03 7.177618829e-03
3.893623123e-03 7.462002889e-03
4.042839440e-03 7.746068004e-03
4.191995124e-03 8.029802108e-03
4.341087977e-03 8.313193153e-03
4.490115807e-03 8.596229113e-03
4.639076426e-03 8.878897981e-03
4.787967648e-03 9.161187773e-03
4.936787293e-03 9.443086526e-03
5.085533186e-03 9.724582301e-03
5.234203153e-03 1.000566318e-02
5.382795027e-03 1.028631727e-02
5.531306644e-03 1.056653270e-02
5.679735846e-03 1.084629763e-02
5.828080475e-03 1.112560023e-02
5.976338383e-03 1.140442872e-02
6.124507423e-03 1.168277132e-02
6.272585453e-03 1.196061630e-02
6.420570336e-03 1.223795193e-02
6.568459939e-03 1.251476654e-02
6.716252135e-03 1.279104846e-02
6.863944800e-03 1.306678606e-02
7.011535816e-03 1.334196775e-02
7.159023068e-03 1.361658196e-02
7.306404449e-03 1.389061714e-02
7.453677853e-03 1.416406178e-02
7.600841182e-03 1.443690441e-02
7.747892342e-03 1.470913357e-02
7.894829242e-03 1.498073787e-02
8.041649799e-03 1.525170591e-02
8.188351934e-03 1.552202634e-02
8.334933573e-03 1.579168785e-02
8.481392647e-03 1.606067917e-02
8.627727092e-03 1.632898904e-02
8.773934850e-03 1.659660626e-02
8.920013868e-03 1.686351965e-02
9.065962099e-03 1.712971807e-02
9.211777500e-03 1.739519043e-02
9.357458034e-03 1.765992565e-02
9.503001669e-03 1.792391271e-02
9.648406381e-03 1.818714062e-02
9.793670149e-03 1.844959843e-02
9.938790958e-03 1.871127524e-02
1.008376680e-02 1.897216016e-02
1.022859567e-02 1.923224238e-02
1.037327557e-02 1.949151109e-02
1.051780451e-02 1.974995555e-02
1.066218051e-02 2.000756504e-02
1.080640158e-02 2.026432891e-02
1.095046575e-02 2.052023652e-02
1.109437105e-02 2.077527731e-02
1.123811552e-02 2.102944071e-02
1.138169720e-02 2.128271626e-02
1.152511415e-02 2.153509348e-02
1.166836442e-02 2.178656198e-02
1.181144607e-02 2.203711140e-02
1.195435717e-02 2.228673141e-02
1.209709579e-02 2.253541176e-02
1.223966003e-02 2.278314221e-02
1.238204795e-02 2.302991260e-02
1.252425767e-02 2.327571278e-02
1.266628727e-02 2.352053269e-02
1.280813487e-02 2.376436228e-02
1.294979858e-02 2.400719158e-02
1.309127651e-02 2.424901063e-02
1.323256680e-02 2.448980957e-02
1.337366758e-02 2.472957855e-02
1.351457698e-02 2.496830778e-02
1.365529316e-02 2.520598753e-02
1.379581427e-02 2.544260811e-02
1.393613846e-02 2.567815989e-02
1.407626391e-02 2.591263328e-02
1.421618878e-02 2.614601876e-02
1.435591127e-02 2.637830685e-02
1.449542954e-02 2.660948812e-02
1.463474182e-02 2.683955320e-02
1.477384628e-02 2.706849278e-02
1.491274114e-02 2.729629758e-02
1.505142462e-02 2.752295841e-02
1.518989495e-02 2.774846611e-02
1.532815034e-02 2.797281158e-02
1.546618904e-02 2.819598577e-02
1.560400929e-02 2.841797970e-02
1.574160935e-02 2.863878445e-02
1.587898747e-02 2.885839112e-02
1.601614192e-02 2.907679091e-02
1.615307097e-02 2.929397506e-02
1.628977292e-02 2.950993487e-02
1.642624604e-02 2.972466169e-02
1.656248863e-02 2.993814694e-02
1.669849899e-02 3.015038209e-02
1.683427545e-02 3.036135868e-02
1.696981631e-02 3.057106829e-02
1.710511991e-02 3.077950258e-02
1.724018458e-02 3.098665327e-02
1.737500867e-02 3.119251212e-02
1.750959051e-02 3.139707097e-02
1.764392848e-02 3.160032172e-02
1.777802093e-02 3.180225632e-02
1.791186625e-02 3.200286679e-02
1.804546281e-02 3.220214522e-02
1.817880901e-02 3.240008374e-02
1.831190323e-02 3.259667456e-02
1.844474389e-02 3.279190995e-02
1.857732941e-02 3.298578224e-02
1.870965820e-02 3.317828383e-02
1.884172869e-02 3.336940717e-02
1.897353933e-02 3.355914481e-02
1.910508855e-02 3.374748931e-02
1.923637482e-02 3.393443333e-02
1.936739659e-02 3.411996960e-02
1.949815235e-02 3.430409090e-02
1.962864056e-02 3.448679007e-02
1.975885971e-02 3.466806004e-02
1.988880832e-02 3.484789378e-02
2.001848486e-02 3.502628434e-02
2.014788787e-02 3.520322484e-02
2.027701587e-02 3.537870846e-02
2.040586737e-02 3.555272844e-02
2.053444093e-02 3.572527811e-02
2.066273509e-02 3.589635084e-02
2.079074841e-02 3.606594009e-02
2.091847944e-02 3.623403938e-02
2.104592677e-02 3.640064230e-02
2.117308898e-02 3.656574250e-02
2.129996465e-02 3.672933371e-02
2.142655239e-02 3.689140973e-02
2.155285081e-02 3.705196441e-02
2.167885851e-02 3.721099170e-02
2.180457414e-02 3.736848559e-02
2.192999632e-02 3.752444017e-02
2.205512369e-02 3.767884956e-02
2.217995491e-02 3.783170799e-02
2.230448865e-02 3.798300973e-02
2.242872356e-02 3.813274916e-02
2.255265834e-02 3.828092068e-02
2.267629167e-02 3.842751880e-02
2.279962224e-02 3.857253808e-02
2.292264876e-02 3.871597316e-02
2.304536996e-02 3.885781876e-02
2.316778455e-02 3.899806966e-02
2.328989126e-02 3.913672070e-02
2.341168885e-02 3.927376683e-02
2.353317606e-02 3.940920303e-02
2.365435166e-02 3.954302438e-02
2.377521441e-02 3.967522602e-02
